GEO ID,GEO ID Description,GEO Category,County Name,Indicator Order on State Dashboard,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count,Average Number of Denominator,Percentage/Rate,Data Comments,Measure Unit,Data Years,Data Source
580404,Northport-East Northport Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,209,,11.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580405,Half Hollow Hills Central School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,333,,12.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580406,Harborfields Central School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,81,,8.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580410,Commack Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,250,,12.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580413,South Huntington Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,372,,21.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580501,Bay Shore Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,350,,21.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580502,Islip Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,117,,13,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580503,East Islip Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,231,,17,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580504,Sayville Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,91,,11.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580505,Bayport-Blue Point Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,88,,13.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580506,Hauppauge Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,80,,13.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580507,Connetquot Central School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,375,,17.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580509,West Islip Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,225,,16.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580512,Brentwood Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,1394,,33.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580513,Central Islip Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,602,,30,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580514,Fire Island Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,0,,0,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580601,Shoreham-Wading River Central School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,94,,11.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580602,Riverhead Central School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,410,,23.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580701,Shelter Island Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,5,,7.9,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580801,Smithtown Central School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,305,,13.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580805,Kings Park Central School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,153,,13.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580901,Remsenburg-Speonk Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,5,,12.2,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580902,Westhampton Beach Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,85,,16.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580903,Quogue Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,0,,0,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580905,Hampton Bays Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,154,,23.5,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580906,Southampton Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,103,,17.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580909,Bridgehampton Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,17,,20.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580910,Sagaponack Common School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,0,,0,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580912,Eastport-South Manor Central School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,160,,13.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580913,Tuckahoe Common School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,11,,8.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
580917,East Quogue Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,15,,9.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
581002,Oysterponds Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,0,,0,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
581004,Fishers Island Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,0,,0,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
581005,Southold Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,46,,17.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
581010,Greenport Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,51,,26.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
581012,Mattituck-Cutchogue Union Free School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,49,,14.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
581015,New Suffolk Common School District,School District,Suffolk,6,6,pa22_1,Percentage of children and adolescents with obesity,0,,0,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
590501,Fallsburg Central School District,School District,Sullivan,6,6,pa22_1,Percentage of children and adolescents with obesity,93,,24.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
590801,Eldred Central School District,School District,Sullivan,6,6,pa22_1,Percentage of children and adolescents with obesity,33,,14.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
590901,Liberty Central School District,School District,Sullivan,6,6,pa22_1,Percentage of children and adolescents with obesity,103,,21.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
591201,Tri-Valley Central School District,School District,Sullivan,6,6,pa22_1,Percentage of children and adolescents with obesity,100,,24.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
591301,Roscoe Central School District,School District,Sullivan,6,6,pa22_1,Percentage of children and adolescents with obesity,12,,11.5,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
591302,Livingston Manor Central School District,School District,Sullivan,6,6,pa22_1,Percentage of children and adolescents with obesity,24,,12.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
591401,Monticello Central School District,School District,Sullivan,6,6,pa22_1,Percentage of children and adolescents with obesity,202,,22.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
591502,Sullivan West Central School District,School District,Sullivan,6,6,pa22_1,Percentage of children and adolescents with obesity,99,,22.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
600101,Waverly Central School District,School District,Tioga,6,6,pa22_1,Percentage of children and adolescents with obesity,80,,21.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
600301,Candor Central School District,School District,Tioga,6,6,pa22_1,Percentage of children and adolescents with obesity,42,,24.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
600402,Newark Valley Central School District,School District,Tioga,6,6,pa22_1,Percentage of children and adolescents with obesity,92,,19.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
600601,Owego-Apalachin Central School District,School District,Tioga,6,6,pa22_1,Percentage of children and adolescents with obesity,166,,19,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
600801,Spencer-Van Etten Central School District,School District,Tioga,6,6,pa22_1,Percentage of children and adolescents with obesity,55,,21.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
600903,Tioga Central School District,School District,Tioga,6,6,pa22_1,Percentage of children and adolescents with obesity,30,,15.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
610301,Dryden Central School District,School District,Tompkins,6,6,pa22_1,Percentage of children and adolescents with obesity,102,,22.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
610501,Groton Central School District,School District,Tompkins,6,6,pa22_1,Percentage of children and adolescents with obesity,48,,18.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
610600,Ithaca City School District,School District,Tompkins,6,6,pa22_1,Percentage of children and adolescents with obesity,231,,12,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
610801,Lansing Central School District,School District,Tompkins,6,6,pa22_1,Percentage of children and adolescents with obesity,47,,11.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
610901,Newfield Central School District,School District,Tompkins,6,6,pa22_1,Percentage of children and adolescents with obesity,59,,21.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
611001,Trumansburg Central School District,School District,Tompkins,6,6,pa22_1,Percentage of children and adolescents with obesity,58,,13.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
620600,Kingston City School District,School District,Ulster,6,6,pa22_1,Percentage of children and adolescents with obesity,503,,23.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
620803,Highland Central School District,School District,Ulster,6,6,pa22_1,Percentage of children and adolescents with obesity,104,,18.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
620901,Rondout Valley Central School District,School District,Ulster,6,6,pa22_1,Percentage of children and adolescents with obesity,138,,19.5,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
621001,Marlboro Central School District,School District,Ulster,6,6,pa22_1,Percentage of children and adolescents with obesity,144,,21.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
621101,New Paltz Central School District,School District,Ulster,6,6,pa22_1,Percentage of children and adolescents with obesity,98,,14.5,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
621201,Onteora Central School District,School District,Ulster,6,6,pa22_1,Percentage of children and adolescents with obesity,89,,19,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
621601,Saugerties Central School District,School District,Ulster,6,6,pa22_1,Percentage of children and adolescents with obesity,124,,21.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
621801,Wallkill Central School District,School District,Ulster,6,6,pa22_1,Percentage of children and adolescents with obesity,226,,21.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
622002,Ellenville Central School District,School District,Ulster,6,6,pa22_1,Percentage of children and adolescents with obesity,113,,20.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
630101,Bolton Central School District,School District,Warren,6,6,pa22_1,Percentage of children and adolescents with obesity,14,,22.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
630202,North Warren Central School District,School District,Warren,6,6,pa22_1,Percentage of children and adolescents with obesity,50,,23.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
630300,Glens Falls City School District,School District,Warren,6,6,pa22_1,Percentage of children and adolescents with obesity,132,,18.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
630601,Johnsburg Central School District,School District,Warren,6,6,pa22_1,Percentage of children and adolescents with obesity,25,,19.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
630701,Lake George Central School District,School District,Warren,6,6,pa22_1,Percentage of children and adolescents with obesity,29,,11.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
630801,Hadley-Luzerne Central School District,School District,Warren,6,6,pa22_1,Percentage of children and adolescents with obesity,36,,21.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
630902,Queensbury Union Free School District,School District,Warren,6,6,pa22_1,Percentage of children and adolescents with obesity,170,,15.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
630918,Glens Falls Common School District,School District,Warren,6,6,pa22_1,Percentage of children and adolescents with obesity,5,,21.7,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
631201,Warrensburg Central School District,School District,Warren,6,6,pa22_1,Percentage of children and adolescents with obesity,64,,22.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
640101,Argyle Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,34,,21.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
640502,Fort Ann Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,36,,25.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
640601,Fort Edward Union Free School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,46,,25.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
640701,Granville Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,67,,23.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
640801,Greenwich Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,41,,14.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
641001,Hartford Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,8,,5.8,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
641301,Hudson Falls Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,208,,23.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
641401,Putnam Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,0,,0,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
641501,Salem Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,28,,18.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
641610,Cambridge Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,72,,22.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
641701,Whitehall Central School District,School District,Washington,6,6,pa22_1,Percentage of children and adolescents with obesity,53,,23.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
650101,Newark Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,183,,20.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
650301,Clyde-Savannah Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,48,,20.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
650501,Lyons Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,56,,18.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
650701,Marion Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,37,,16.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
650801,Wayne Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,106,,14.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
650901,Palmyra-Macedon Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,39,,10.5,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
650902,Gananda Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,56,,17.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
651201,Sodus Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,106,,25,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
651402,Williamson Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,97,,23.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
651501,North Rose-Wolcott Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,107,,22,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
651503,Red Creek Central School District,School District,Wayne,6,6,pa22_1,Percentage of children and adolescents with obesity,63,,24,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660101,Katonah-Lewisboro Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,87,,8.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660102,Bedford Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,184,,13.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660202,Croton-Harmon Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,59,,10,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660203,Hendrick Hudson Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,145,,16.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660301,Eastchester Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,108,,9.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660302,Tuckahoe Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,47,,10.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660303,Bronxville Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,12,,5.5,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660401,Union Free School District of the Tarrytowns,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,116,,17.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660402,Irvington Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,47,,8.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660403,Dobbs Ferry Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,46,,12.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660404,Hastings-on-Hudson Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,37,,6.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660405,Ardsley Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,85,,10.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660406,Edgemont Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,31,,4.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660407,Greenburgh Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,117,,18.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660409,Elmsford Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,36,,16.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660501,Harrison Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,168,,12.5,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660701,Mamaroneck Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,152,,8.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660801,Mount Pleasant Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,88,,12.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660802,Pocantico Hills Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,12,,12.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660805,Valhalla Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,66,,13.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660809,Pleasantville Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,51,,9.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
660900,Mount Vernon School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,257,,16.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661004,Chappaqua Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,80,,6.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661100,New Rochelle City School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,602,,19.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661201,Byram Hills Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,51,,5.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661301,North Salem Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,45,,13.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661401,Ossining Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,103,,20.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661402,Briarcliff Manor Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,31,,6.1,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661500,Peekskill City School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,330,,24.2,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661601,Pelham Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,69,,8.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661800,Rye City School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,83,,7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661901,Rye Neck Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,48,,8.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661904,Port Chester-Rye Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,440,,26.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
661905,Blind Brook-Rye Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,31,,5.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
662001,Scarsdale Union Free School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,70,,4.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
662101,Somers Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,54,,9.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
662200,White Plains City School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,294,,17,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
662300,Yonkers City School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,819,,9.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
662401,Lakeland Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,308,,15.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
662402,Yorktown Central School District,School District,Westchester,6,6,pa22_1,Percentage of children and adolescents with obesity,142,,12.3,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
670201,Attica Central School District,School District,Wyoming,6,6,pa22_1,Percentage of children and adolescents with obesity,84,,18.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
